Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
transatlantic       1  100     0     0     0     0     1     0     0     0     0     0     0
transcend           1  100     0     1     0     0     0     0     0     0     0     0     0
transcendant        1  100     0     0     0     0     1     0     0     0     0     0     0
transcended         1  100     0     1     0     0     0     0     0     0     0     0     0
Transcendentalists     1  100     1     0     0     0     0     0     0     0     0     0     0
transcribe          1  100     0     1     0     0     0     0     0     0     0     0     0
transcultural       1  100     0     0     0     0     1     0     0     0     0     0     0
transfered          1  100     0     1     0     0     0     0     0     0     0     0     0
transferors         1  100     1     0     0     0     0     0     0     0     0     0     0
transferral         1  100     0     0     0     0     1     0     0     0     0     0     0
transferring        1  100     0     1     0     0     0     0     0     0     0     0     0
transformer         1  100     1     0     0     0     0     0     0     0     0     0     0
transgressed        1  100     0     1     0     0     0     0     0     0     0     0     0
transgression       1  100     1     0     0     0     0     0     0     0     0     0     0
transience          1  100     1     0     0     0     0     0     0     0     0     0     0
transients          1  100     1     0     0     0     0     0     0     0     0     0     0
transistor          1  100     1     0     0     0     0     0     0     0     0     0     0
transistors         1  100     1     0     0     0     0     0     0     0     0     0     0
translates          1  100     0     1     0     0     0     0     0     0     0     0     0
translator          1  100     1     0     0     0     0     0     0     0     0     0     0
translucence        1  100     1     0     0     0     0     0     0     0     0     0     0
translucency        1  100     1     0     0     0     0     0     0     0     0     0     0
transluscent        1  100     0     0     0     0     1     0     0     0     0     0     0
transmissible       1  100     0     0     0     0     1     0     0     0     0     0     0
transmits           1  100     0     1     0     0     0     0     0     0     0     0     0
transmittable       1  100     0     0     0     0     1     0     0     0     0     0     0
transoceanic        1  100     0     0     0     0     1     0     0     0     0     0     0
transpirating       1  100     0     1     0     0     0     0     0     0     0     0     0
transplantable      1  100     0     0     0     0     1     0     0     0     0     0     0
transplanted        1  100     0     1     0     0     0     0     0     0     0     0     0
transplanting       1  100     0     1     0     0     0     0     0     0     0     0     0
transposition       1  100     1     0     0     0     0     0     0     0     0     0     0
transversally       1  100     0     0     0     0     0     0     0     1     0     0     0
